Table S8: Differential expression test results for the identification of neuron cluster enriched genes.,,,,,,,,
gene_id,symbol,max.cluster,max.cluster.expr,cluster.2,cluster.2.expr,ratio,pval,qval
WBGene00001988,hot-3,Cholinergic_(35),450.84,RIC,385.24,1.17,0.812706354,0.965794377
WBGene00017661,frpr-6,RIC,379.11,Cluster_10,288.95,1.31,0.805825504,0.965794377
WBGene00019623,K10C9.1,Cholinergic_(29),376.55,Cluster_27,337.23,1.11,0.80332399,0.965794377
WBGene00006445,tag-68,Cholinergic_(11),376.45,Cholinergic_(26),338.25,1.11,0.796497723,0.965794377
WBGene00011314,T01B7.9,Cluster_13,353.32,Cholinergic_(15),267.56,1.32,0.819176863,0.965794377
WBGene00002107,ins-24,ASI/ASJ,307.24,Cluster_13,269.03,1.14,0.825647772,0.965794377
WBGene00001442,fkh-10,Cholinergic_(3),303.62,ASK,243.66,1.24,0.814493663,0.965794377
WBGene00011772,T14G8.4,Pharyngeal_(33),302.82,BAG,252.97,1.19,0.823298025,0.965794377
WBGene00015934,ceh-48,Cluster_27,293.14,RIA,229.33,1.27,0.822745906,0.965794377
WBGene00010043,F54C9.7,RIA,281.38,Cholinergic_(23),222.67,1.26,0.82423901,0.965794377
WBGene00022469,Y119C1B.3,Cholinergic_(11),274.52,Cluster_27,228.90,1.19,0.797416646,0.965794377
WBGene00022503,ZC13.2,Cluster_16,254.77,ASER,168.07,1.51,0.791984458,0.965794377
WBGene00019988,R09F10.5,AWB/AWC,226.76,AWA,162.68,1.39,0.830963608,0.965794377
WBGene00020086,npr-24,RIC,178.50,AWA,110.23,1.60,0.825651916,0.965794377
WBGene00008890,ser-5,Cholinergic_(3),165.50,URX/AQR/PQR,122.88,1.34,0.797689657,0.965794377
WBGene00008002,C38C10.6,RIC,121.84,BAG,114.77,1.05,0.820650869,0.965794377
WBGene00015063,B0228.6,ASEL,117.51,Cluster_16,101.24,1.15,0.829958346,0.965794377
WBGene00015867,ncs-7,Pharyngeal_(33),112.85,Touch_receptor,86.34,1.29,0.79147213,0.965794377
WBGene00044299,C42D8.9,GABAergic,96.88,Cluster_21,71.86,1.33,0.82297773,0.965794377
WBGene00007041,tag-180,PVC/PVD,2001.01,Cluster_5,1881.42,1.06,0.834242787,0.96601974
WBGene00003106,mab-9,ASI/ASJ,149.08,GABAergic,130.78,1.13,0.833263435,0.96601974
WBGene00003807,npr-1,PVC/PVD,95.00,ASG,80.75,1.16,0.83433766,0.96601974
WBGene00011060,R06C1.6,AWB/AWC,2239.38,ASER,1967.10,1.14,0.835751988,0.966437041
WBGene00019975,flp-34,Cluster_13,1200.80,SDQ/ALN/PLN,1127.39,1.06,0.843005735,0.969965646
WBGene00006985,zig-8,Cholinergic_(24),1102.79,Cluster_10,993.79,1.11,0.841948112,0.969965646
WBGene00007327,C05C9.3,ASI/ASJ,952.18,AFD,870.06,1.09,0.842082836,0.969965646
WBGene00005530,sri-18,ASEL,130.88,BAG,101.53,1.28,0.844092242,0.969965646
WBGene00017914,F29A7.4,AWB/AWC,78.06,Touch_receptor,56.70,1.35,0.843922387,0.969965646
WBGene00017580,lgc-4,Cholinergic_(35),1179.04,Cluster_13,1076.90,1.09,0.847604063,0.972782135
WBGene00043054,T21B4.15,ASI/ASJ,169.75,ASK,145.24,1.16,0.849062588,0.973237991
WBGene00015053,B0222.1,Cluster_16,902.99,ASK,819.72,1.10,0.8511138,0.974371229
WBGene00006809,unc-77,DVA,3484.70,Cholinergic_(35),3378.09,1.03,0.852794588,0.975078101
WBGene00001121,dyf-5,Cluster_16,568.23,AWA,501.40,1.13,0.855585708,0.977051176
WBGene00022842,ZK994.6,Cluster_16,278.65,Cluster_21,244.51,1.13,0.858207024,0.97760974
WBGene00008604,F09B9.5,Cholinergic_(29),229.52,Cholinergic_(24),192.02,1.19,0.85738211,0.97760974
WBGene00002149,irk-1,Pharyngeal_(33),678.83,Pharyngeal_(37),628.74,1.08,0.861477425,0.980117617
WBGene00019324,K02F2.5,Cluster_10,4756.75,Cluster_13,4534.89,1.05,0.863309148,0.980984496
WBGene00010045,F54C9.11,Cluster_40,1094.42,Cluster_17,915.41,1.19,0.864529266,0.98115512
WBGene00006742,unc-2,Cholinergic_(15),5222.53,RIA,4952.86,1.05,0.86808957,0.98334527
WBGene00015969,glb-6,SDQ/ALN/PLN,374.61,RIC,368.13,1.01,0.868603783,0.98334527
WBGene00020854,T27C4.1,Cluster_40,20630.73,Cluster_17,19551.68,1.06,0.875964242,0.983665905
WBGene00022144,pghm-1,BAG,6557.41,ASG,6254.75,1.05,0.879548752,0.983665905
WBGene00008454,E02A10.4,AWB/AWC,3877.75,ASEL,3674.88,1.05,0.876742044,0.983665905
WBGene00013273,marc-5,Cluster_10,1451.93,AFD,1300.93,1.12,0.879217565,0.983665905
WBGene00017076,D2096.9,AFD,540.16,RIC,462.54,1.17,0.873840426,0.983665905
WBGene00013456,Y67A10A.7,AFD,400.96,DVA,327.76,1.22,0.880686705,0.983665905
WBGene00017400,stg-2,Cholinergic_(24),357.16,RIA,337.63,1.05,0.879920266,0.983665905
WBGene00012281,W05E10.2,Cluster_16,286.20,AFD,219.52,1.30,0.873951304,0.983665905
WBGene00006743,unc-3,Cholinergic_(11),270.01,ASI/ASJ,258.18,1.04,0.876960505,0.983665905
WBGene00015948,C18A11.2,Cluster_10,182.86,RIA,153.42,1.18,0.876866862,0.983665905
WBGene00006068,sto-6,Pharyngeal_(37),180.23,Cholinergic_(26),171.48,1.04,0.872255289,0.983665905
WBGene00002048,ida-1,flp-1(+),14992.27,Cholinergic_(23),14461.67,1.04,0.892495799,0.985060975
WBGene00013416,Y64G10A.7,Pharyngeal_(33),3800.69,GABAergic,3687.86,1.03,0.888468945,0.985060975
WBGene00010200,F57C7.4,ASEL,2216.42,ASK,2049.98,1.08,0.901138545,0.985060975
WBGene00011955,cdka-1,DVA,1437.93,Cluster_25,1410.09,1.02,0.902345931,0.985060975
WBGene00010350,H01G02.3,URX/AQR/PQR,1279.04,Cholinergic_(3),1218.21,1.05,0.894553244,0.985060975
WBGene00008997,lgc-31,AWA,1194.76,PVC/PVD,1176.66,1.01,0.896284142,0.985060975
WBGene00004285,rab-37,Cholinergic_(23),976.39,Cluster_40,897.27,1.09,0.887071533,0.985060975
WBGene00004777,ser-2,Cholinergic_(26),898.21,DVA,835.77,1.07,0.892698174,0.985060975
WBGene00018191,frpr-7,Cholinergic_(23),747.66,Cluster_13,736.46,1.01,0.902155376,0.985060975
WBGene00013518,Y73F8A.5,ASEL,395.60,SDQ/ALN/PLN,364.27,1.08,0.901058618,0.985060975
WBGene00015626,C09B9.1,Cluster_16,367.83,ASG,345.76,1.06,0.884928663,0.985060975
WBGene00016748,aexr-3,ASG,298.42,Cluster_16,262.35,1.13,0.899929117,0.985060975
WBGene00000584,cog-1,ASI/ASJ,259.60,ASER,253.68,1.02,0.896757398,0.985060975
WBGene00017422,F13C5.1,URX/AQR/PQR,257.79,AFD,200.48,1.28,0.901792193,0.985060975
WBGene00009258,F29G6.2,ASG,186.75,RIA,164.76,1.13,0.899245692,0.985060975
WBGene00008128,srab-12,Cluster_25,157.99,Cluster_10,117.50,1.33,0.891200032,0.985060975
WBGene00044144,M153.4,ASI/ASJ,152.98,Touch_receptor,131.84,1.15,0.889817818,0.985060975
WBGene00022601,ZC404.1,Cluster_17,130.46,ASER,114.29,1.13,0.890488335,0.985060975
WBGene00015086,B0244.11,Cluster_40,110.80,Cluster_17,85.62,1.28,0.888097663,0.985060975
WBGene00022391,Y95B8A.12,Cluster_40,3870.65,Cholinergic_(23),3601.09,1.07,0.90444077,0.986173824
WBGene00016935,ifta-1,Cluster_16,901.86,Dopaminergic,898.67,1.00,0.909059992,0.986356733
WBGene00012779,cdkl-1,Cholinergic_(15),806.35,URX/AQR/PQR,745.70,1.08,0.912969827,0.986356733
WBGene00008021,C39B10.1,Cluster_40,550.97,ASER,441.56,1.24,0.906789105,0.986356733
WBGene00018042,mks-3,Cluster_16,405.17,ASG,361.94,1.12,0.913213595,0.986356733
WBGene00006712,ubc-17,RIC,404.92,AWA,337.10,1.20,0.913030064,0.986356733
WBGene00000193,arl-6,ASG,215.33,Cholinergic_(15),165.43,1.29,0.910009854,0.986356733
WBGene00011465,T05B9.2,flp-1(+),154.58,RIC,129.99,1.18,0.912607482,0.986356733
WBGene00008287,C54C6.5,AWB/AWC,107.48,ASI/ASJ,103.95,1.02,0.909836054,0.986356733
WBGene00017813,F26A10.1,Cluster_27,185.96,Cluster_21,164.72,1.12,0.914499303,0.986583366
WBGene00001189,egl-21,Cluster_13,16964.78,Cluster_17,16385.52,1.04,0.916661179,0.98659425
WBGene00018344,npr-27,Cholinergic_(15),365.46,Cholinergic_(35),327.90,1.11,0.915970087,0.98659425
WBGene00000403,casy-1,AWB/AWC,15411.38,ASEL,14985.97,1.03,0.927073043,0.986608079
WBGene00001495,frm-9,ASG,3153.96,BAG,3020.69,1.04,0.929777663,0.986608079
WBGene00017616,F20A1.4,BAG,1563.87,ASEL,1307.26,1.20,0.934964472,0.986608079
WBGene00014101,gopc-1,Cluster_17,1542.16,Cholinergic_(29),1501.50,1.03,0.927192467,0.986608079
WBGene00000553,cmk-1,AWB/AWC,1336.43,BAG,1292.20,1.03,0.93464608,0.986608079
WBGene00006970,zag-1,Cholinergic_(26),968.58,SDQ/ALN/PLN,949.30,1.02,0.933955831,0.986608079
WBGene00004344,rgs-1,ASI/ASJ,940.42,ASK,917.86,1.02,0.926914788,0.986608079
WBGene00119203,T04A8.18,Cholinergic_(23),713.42,RIA,654.54,1.09,0.931738444,0.986608079
WBGene00006428,tkr-3,Cluster_40,597.01,Cholinergic_(24),531.57,1.12,0.921789457,0.986608079
WBGene00000284,cah-6,Dopaminergic,588.41,ASI/ASJ,555.17,1.06,0.931281202,0.986608079
WBGene00020279,glb-25,Cholinergic_(23),509.80,Cholinergic_(24),477.58,1.07,0.93375234,0.986608079
WBGene00008142,C47E8.3,Pharyngeal_(37),343.07,Cholinergic_(23),338.08,1.01,0.9258539,0.986608079
WBGene00006630,tsp-4,ASI/ASJ,321.36,ASK,280.22,1.14,0.92134262,0.986608079
WBGene00002177,jkk-1,AFD,294.72,PVC/PVD,256.89,1.14,0.921241595,0.986608079
WBGene00000748,col-175,Cluster_13,86.20,Cholinergic_(35),84.10,1.01,0.932427372,0.986608079
WBGene00015033,B0207.10,Cluster_27,84.35,Cluster_25,82.53,1.01,0.924000846,0.986608079
WBGene00016855,C50H11.8,Cluster_17,68.49,ASG,52.14,1.29,0.925038628,0.986608079
WBGene00010587,sol-2,Cluster_40,716.85,Pharyngeal_(33),697.77,1.03,0.936930415,0.987546196
WBGene00016532,C39D10.5,ASG,317.35,ASER,286.15,1.11,0.940476746,0.990146012
WBGene00014107,ZK856.6,ASK,559.04,Cluster_16,557.65,1.00,0.941796221,0.99039809
WBGene00004347,rgs-4,ASEL,956.81,ASK,947.67,1.01,0.944193048,0.990894059
WBGene00023520,oig-5,Cholinergic_(36),206.54,SDQ/ALN/PLN,194.58,1.06,0.944429016,0.990894059
WBGene00006055,ssr-2,BAG,919.56,AWB/AWC,874.88,1.05,0.946030208,0.991023734
WBGene00019765,M03F8.6,Cluster_25,413.57,ASG,400.99,1.03,0.947166118,0.991023734
WBGene00016091,nhr-30,AWA,261.23,ASEL,243.49,1.07,0.947794781,0.991023734
WBGene00017860,F27C1.13,ASER,473.36,ASEL,407.80,1.16,0.949958802,0.992155149
WBGene00001172,egl-3,Pharyngeal_(33),20252.72,Cluster_13,20082.11,1.01,0.972430887,0.993422399
WBGene00000277,cab-1,Pharyngeal_(33),17396.01,Cluster_13,17214.07,1.01,0.954200002,0.993422399
WBGene00011878,ador-1,ASK,1755.68,BAG,1716.61,1.02,0.981755281,0.993422399
WBGene00022106,lgc-46,Cholinergic_(24),1619.26,Cholinergic_(29),1586.92,1.02,0.978929479,0.993422399
WBGene00006864,npr-16,Cholinergic_(35),1492.57,Cluster_40,1478.96,1.01,0.978323406,0.993422399
WBGene00006669,twk-14,AFD,1461.62,Pharyngeal_(33),1422.32,1.03,0.968568772,0.993422399
WBGene00017350,F10E7.9,Cholinergic_(23),1268.42,Cluster_5,1238.04,1.02,0.983420433,0.993422399
WBGene00012598,Y38E10A.20,ASEL,1052.55,BAG,1035.41,1.02,0.958907696,0.993422399
WBGene00016215,glb-10,Cholinergic_(23),1030.56,Cholinergic_(15),930.57,1.11,0.964143773,0.993422399
WBGene00013662,Y105C5B.25,AWB/AWC,849.75,Cluster_5,822.62,1.03,0.964366134,0.993422399
WBGene00001669,gpa-7,Cholinergic_(35),752.33,Cluster_40,741.59,1.01,0.953590063,0.993422399
WBGene00021353,iglr-3,Cholinergic_(15),677.26,Cholinergic_(36),672.51,1.01,0.964207445,0.993422399
WBGene00018750,F53C3.6,Cluster_5,625.59,flp-1(+),608.91,1.03,0.964951839,0.993422399
WBGene00020586,frpr-18,SDQ/ALN/PLN,602.10,Cluster_40,554.80,1.08,0.978154408,0.993422399
WBGene00044311,K04C2.7,ASK,593.60,Cholinergic_(23),544.06,1.09,0.97389688,0.993422399
WBGene00006576,tkr-1,Cluster_13,490.25,Cholinergic_(35),455.52,1.07,0.972212839,0.993422399
WBGene00016293,C31H2.3,ASEL,485.91,ASK,478.69,1.01,0.979875286,0.993422399
WBGene00010143,F56A12.2,Cluster_13,409.92,PVC/PVD,393.48,1.04,0.971052263,0.993422399
WBGene00008307,ncs-5,Cholinergic_(3),404.30,URX/AQR/PQR,393.54,1.02,0.968270206,0.993422399
WBGene00000089,aex-6,Cluster_5,388.53,RIA,367.71,1.05,0.96077369,0.993422399
WBGene00019055,F58F9.1,GABAergic,373.19,AWB/AWC,359.91,1.03,0.982580351,0.993422399
WBGene00016503,C37C3.11,Cholinergic_(35),339.32,RIA,296.79,1.14,0.978610162,0.993422399
WBGene00001668,gpa-6,Cluster_21,338.76,Cluster_16,323.65,1.04,0.959270849,0.993422399
WBGene00000051,acr-12,Touch_receptor,254.21,SDQ/ALN/PLN,253.45,1.00,0.972793028,0.993422399
WBGene00020573,T19D7.5,Cluster_5,192.79,RIA,187.49,1.02,0.967791601,0.993422399
WBGene00021710,cyp-33C11,ASG,181.75,Cluster_16,181.04,1.00,0.969207359,0.993422399
WBGene00044617,bus-1,Cluster_5,175.39,AWB/AWC,170.07,1.03,0.970927614,0.993422399
WBGene00009782,F46C5.7,Cholinergic_(24),134.36,Cluster_13,128.69,1.04,0.975421604,0.993422399
WBGene00044406,F02A9.7,GABAergic,125.15,AFD,123.15,1.01,0.962702341,0.993422399
WBGene00045295,fbxa-222,Cholinergic_(29),67.73,Cluster_17,56.61,1.18,0.983672342,0.993422399
WBGene00006306,sue-1,Cholinergic_(29),7742.66,Cluster_40,7723.44,1.00,0.987537092,0.995754082
WBGene00016044,C24B5.1,ASG,952.22,Cholinergic_(35),947.71,1.00,0.988152905,0.995754082
WBGene00019180,H10D18.5,Pharyngeal_(37),1842.30,Dopaminergic,1832.01,1.01,0.989960258,0.996128693
WBGene00017976,F32B5.2,Cholinergic_(36),736.34,Cholinergic_(29),723.13,1.02,0.9912331,0.996128693
WBGene00016448,C35D10.12,Cluster_21,269.36,AWB/AWC,268.93,1.00,0.991783529,0.996128693
WBGene00019829,R02E12.5,RIC,335.90,AWB/AWC,325.24,1.03,0.992991689,0.996250962
WBGene00016463,C35E7.11,Cluster_13,509.40,ASI/ASJ,492.17,1.03,0.994246256,0.996419472
WBGene00017741,F23C8.13,Cluster_5,346.27,DVA,344.40,1.00,0.997416287,0.997450044
WBGene00018927,F56A11.7,Pharyngeal_(37),130.55,Pharyngeal_(33),129.87,1.00,0.997450044,0.997450044
